## 
## THIS LEXICON: Adapted from MPQA Subjectivity Lexicon
## Source Lexicon URL: http://mpqa.cs.pitt.edu/lexicons/subj_lexicon/
## Source Lexicon Construction: manual, semi-automatic
##
## Other Notes:  
##    The subjectivity (reliability) scores are just numeric guestimates 
##    of the strongsubj and weaksubj labels used in the original lexicon.
##          strongsubj -> reliability=1
##          weaksubj -> reliability=0.25
##
## Line Format: WORD	POLARITY	SUBJECTIVITY_SCORE
bombarded	negative	0.25
bombarding	negative	0.25
bombardment	negative	1
bombardments	negative	1
bombards	negative	0.25
bombastic	negative	1
bombed	negative	0.25
bombing	negative	0.25
bombs	negative	0.25
bondage	negative	1
bondages	negative	1
bonkers	negative	1
bonnier	positive	1
bonniest	positive	1
bonny	positive	1
bonus	positive	0.25
bonuses	positive	0.25
boom	positive	0.25
booming	positive	0.25
booms	positive	0.25
boost	positive	0.25
boosted	positive	0.25
boosting	positive	0.25
boosts	positive	0.25
bore	negative	1
bored	negative	1
boredom	negative	1
boredoms	negative	1
bores	negative	1
boring	negative	1
botch	negative	1
botched	negative	1
botches	negative	1
botching	negative	1
boundless	positive	1
bountiful	positive	1
bowdlerize	negative	1
bowdlerized	negative	1
bowdlerizes	negative	1
bowdlerizing	negative	1
boycott	negative	0.25
boycotted	negative	0.25
boycotting	negative	0.25
boycotts	negative	0.25
braggart	negative	1
braggarts	negative	1
bragger	negative	1
braggers	negative	1
brain	positive	1
brained	positive	1
brainier	positive	1
brainiest	positive	1
braining	positive	1
brains	positive	1
brainwash	negative	1
brainwashed	negative	1
brainwashes	negative	1
brainwashing	negative	1
brainy	positive	1
brash	negative	1
brasher	negative	1
brashest	negative	1
brashly	negative	1
brashness	negative	1
brat	negative	1
brats	negative	1
bravado	negative	1
bravadoes	negative	1
bravados	negative	1
brave	positive	1
braved	positive	1
braver	positive	1
braveries	positive	1
bravery	positive	1
braves	positive	1
bravest	positive	1
braving	positive	1
brazen	negative	1
brazened	negative	1
brazening	negative	1
brazenly	negative	1
brazenness	negative	1
brazens	negative	1
breach	negative	0.25
breached	negative	0.25
breaches	negative	0.25
breaching	negative	0.25
break	negative	0.25
break-point	negative	1
break-points	negative	1
breakdown	negative	0.25
breaking	negative	0.25
breakpoint	negative	1
breakpoints	negative	1
breaks	negative	0.25
breaksdown	negative	0.25
breakthrough	positive	0.25
breakthroughs	positive	0.25
breathlessness	positive	1
breathtaking	positive	1
breathtakingly	positive	1
bright	positive	0.25
brighten	positive	0.25
brightened	positive	0.25
brightening	positive	0.25
brightens	positive	0.25
brighter	positive	0.25
brightest	positive	0.25
brightness	positive	0.25
brilliance	positive	0.25
brilliances	positive	0.25
brilliant	positive	1
brilliantly	positive	1
brimstone	negative	1
brimstones	negative	1
brisk	positive	0.25
brisker	positive	0.25
briskest	positive	0.25
bristle	negative	1
bristled	negative	1
bristles	negative	1
bristling	negative	1
brittle	negative	0.25
brittler	negative	0.25
brittlest	negative	0.25
broad	positive	0.25
broader	positive	0.25
broadest	positive	0.25
broke	negative	0.25
brokedown	negative	0.25
broken	negative	0.25
broken-hearted	negative	1
brokenhearted	negative	1
brood	negative	1
brooded	negative	1
brooding	negative	1
broods	negative	1
brook	negative	1
brooked	negative	1
brooking	negative	1
brooks	negative	1
brotherly	positive	0.25
browbeat	negative	1
browbeaten	negative	1
browbeating	negative	1
browbeats	negative	1
bruise	negative	0.25
bruises	negative	0.25
brusk	negative	1
brusque	negative	1
brutal	negative	1
brutalise	negative	1
brutalised	negative	1
brutalises	negative	1
brutalising	negative	1
brutalities	negative	1
brutality	negative	1
brutalize	negative	1
brutalized	negative	1
brutalizes	negative	1
brutalizing	negative	1
brutally	negative	1
brute	negative	1
brutes	negative	1
brutish	negative	1
buckle	negative	0.25
buckled	negative	0.25
buckles	negative	0.25
buckling	negative	0.25
bug	negative	0.25
bugged	negative	0.25
bugging	negative	0.25
bugs	negative	0.25
bulkier	negative	0.25
bulkiest	negative	0.25
bulky	negative	0.25
bull	positive	0.25
bullied	negative	1
bullies	negative	1
bullish	positive	0.25
bulls	positive	0.25
bully	negative	1
bullying	negative	1
bullyingly	negative	1
bum	negative	0.25
bumpier	negative	0.25
bumpiest	negative	0.25
bumpy	negative	0.25
bums	negative	0.25
bungle	negative	1
bungled	negative	1
bungler	negative	1
bunglers	negative	1
bungles	negative	1
bungling	negative	1
bunk	negative	0.25
bunks	negative	0.25
buoyant	positive	0.25
burden	negative	1
burdened	negative	1
burdens	negative	1
burdensome	negative	1
burdensomely	negative	1
burn	negative	1
burned	negative	1
burning	negative	1
burns	negative	1
burnt	negative	1
busier	negative	0.25
busiest	negative	0.25
busy	negative	0.25
busybodies	negative	1
busybody	negative	1
butcher	negative	0.25
butchered	negative	0.25
butcheries	negative	1
butchering	negative	0.25
butchers	negative	0.25
butchery	negative	1
byzantine	negative	1
cackle	negative	1
cackled	negative	1
cackles	negative	1
cackling	negative	1
cajole	negative	1
cajoled	negative	1
cajoles	negative	1
cajoling	negative	1
calamities	negative	1
calamitous	negative	1
calamitously	negative	1
calamity	negative	1
callous	negative	1
calm	positive	1
calmed	positive	1
calmer	positive	0.25
calmest	positive	0.25
calming	positive	1
calmness	positive	0.25
calms	positive	1
calumniate	negative	1
calumniated	negative	1
calumniates	negative	1
calumniating	negative	1
calumniation	negative	1
calumniations	negative	1
calumnies	negative	1
calumnious	negative	1
calumniously	negative	1
calumny	negative	1
cancer	negative	0.25
cancerous	negative	0.25
cancers	negative	0.25
candid	positive	1
candor	positive	1
candors	positive	1
cannibal	negative	1
cannibalize	negative	1
cannibalized	negative	1
cannibalizes	negative	1
cannibalizing	negative	1
cannibals	negative	1
capabilities	positive	0.25
capability	positive	0.25
capable	positive	0.25
capably	positive	0.25
capativate	positive	1
capativated	positive	1
capativates	positive	1
capativating	positive	1
capitalize	positive	0.25
capitalized	positive	0.25
capitalizes	positive	0.25
capitalizing	positive	0.25
capitulate	negative	0.25
capitulated	negative	0.25
capitulates	negative	0.25
capitulating	negative	0.25
capricious	negative	1
capriciously	negative	1
capriciousness	negative	1
capsize	negative	0.25
capsized	negative	0.25
capsizes	negative	0.25
capsizing	negative	0.25
captivate	positive	1
captivated	positive	1
captivates	positive	1
captivating	positive	1
captivation	positive	1
captivations	positive	1
captive	negative	0.25
care	positive	0.25
cared	positive	0.25
carefree	positive	1
careful	positive	0.25
careless	negative	1
carelessness	negative	1
carelessnesses	negative	1
cares	positive	0.25
caricature	negative	1
caricatured	negative	1
caricatures	negative	1
caricaturing	negative	1
caring	positive	0.25
carnage	negative	1
carnages	negative	1
carp	negative	1
carped	negative	1
carping	negative	1
carps	negative	1
cartoon	negative	0.25
cartoonish	negative	1
cartoons	negative	0.25
cartoony	negative	1
cash-strapped	negative	0.25
castigate	negative	1
castigated	negative	1
castigates	negative	1
castigating	negative	1
casualties	negative	0.25
casualty	negative	0.25
cataclysm	negative	1
cataclysmal	negative	1
cataclysmic	negative	1
cataclysmically	negative	1
cataclysms	negative	1
catalyst	positive	1
catalysts	positive	1
catastrophe	negative	1
catastrophes	negative	1
catastrophic	negative	1
catastrophically	negative	1
catchier	positive	1
catchiest	positive	1
catchy	positive	1
caustic	negative	1
caustically	negative	1
cautionary	negative	1
cautious	negative	0.25
cave	negative	0.25
caved	negative	0.25
caves	negative	0.25
caving	negative	0.25
celebrate	positive	1
celebrated	positive	1
celebrates	positive	1
celebrating	positive	1
celebration	positive	1
celebrations	positive	1
celebratory	positive	1
celebrities	positive	0.25
celebrity	positive	0.25
censure	negative	1
censured	negative	1
censures	negative	1
censuring	negative	1
chafe	negative	1
chafed	negative	1
chafes	negative	1
chaff	negative	1
chaffed	negative	1
chaffing	negative	1
chaffs	negative	1
chafing	negative	1
chagrin	negative	1
chagrined	negative	1
chagrining	negative	1
chagrins	negative	1
challenge	negative	0.25
challenged	negative	0.25
challenges	negative	0.25
challenging	negative	0.25
champ	positive	0.25
champion	positive	0.25
championed	positive	0.25
championing	positive	0.25
champions	positive	0.25
champs	positive	0.25
chaos	negative	1
chaoses	negative	1
chaotic	negative	1
charisma	negative	1
charismata	positive	1
charismatic	positive	1
charitable	positive	0.25
charities	positive	0.25
charity	positive	0.25
charm	positive	1
charmed	positive	1
charming	positive	1
charmingly	positive	1
charms	positive	1
chaste	positive	1
chasten	negative	1
chastened	negative	1
chastening	negative	1
chastens	negative	1
chaster	positive	1
chastest	positive	1
chastise	negative	1
chastised	negative	1
chastisement	negative	1
chastisements	negative	1
chastises	negative	1
chastising	negative	1
chatter	negative	1
chatterbox	negative	1
chatterboxes	negative	1
chattered	negative	1
chattering	negative	1
chatters	negative	1
cheap	negative	1
cheapen	negative	1
cheapened	negative	1
cheapening	negative	1
cheapens	negative	1
cheaper	negative	1
cheapest	negative	1
cheat	negative	1
cheated	negative	1
cheater	negative	1
cheaters	negative	1
cheating	negative	1
cheats	negative	1
cheer	positive	1
cheered	positive	1
cheerful	positive	1
cheerier	positive	1
cheeriest	positive	1
cheering	positive	1
cheerless	negative	1
cheers	positive	1
cheery	positive	1
cherish	positive	1
cherished	positive	1
cherishes	positive	1
cherishing	positive	1
cherub	positive	1
cherubim	positive	1
cherubs	positive	1
chic	positive	1
chicer	positive	1
chicest	positive	1
chid	negative	1
chidden	negative	1
chide	negative	1
chided	negative	1
chides	negative	1
chiding	negative	1
childish	negative	1
chill	negative	0.25
chilled	negative	0.25
chillier	negative	0.25
chilliest	negative	0.25
chilling	negative	0.25
chills	negative	0.25
chilly	negative	0.25
chit	negative	1
chits	negative	1
chivalries	positive	1
chivalrous	positive	1
chivalry	positive	1
choke	negative	0.25
choked	negative	0.25
chokes	negative	0.25
choking	negative	0.25
choppier	negative	0.25
choppiest	negative	0.25
choppy	negative	0.25
chore	negative	0.25
chores	negative	0.25
chronic	negative	0.25
chum	positive	0.25
chums	positive	0.25
civil	positive	0.25
civilities	positive	1
civility	positive	1
civilization	positive	0.25
civilizations	positive	0.25
civilize	positive	0.25
civilized	positive	0.25
civilizes	positive	0.25
civilizing	positive	0.25
clamor	negative	0.25
clamorous	negative	0.25
clamors	negative	0.25
clarities	positive	0.25
clarity	positive	0.25
clash	negative	0.25
clashes	negative	0.25
clashing	negative	0.25
classic	positive	0.25
classics	positive	0.25
clean	positive	0.25
cleaner	positive	0.25
cleanest	positive	0.25
cleanliness	positive	0.25
cleanse	positive	0.25
cleansed	positive	0.25
cleanses	positive	0.25
cleansing	positive	0.25
clear	positive	1
clear-cut	positive	1
cleared	positive	0.25
clearer	positive	1
clearest	positive	1
clearing	positive	0.25
clearly	positive	1
clears	positive	0.25
clever	positive	1
cleverer	positive	1
cleverest	positive	1
cliche	negative	1
cliched	negative	1
cliches	negative	1
clique	negative	0.25
cliques	negative	0.25
clog	negative	0.25
clogged	negative	0.25
clogging	negative	0.25
clogs	negative	0.25
close	negative	0.25
closeness	positive	1
closest	negative	0.25
cloud	negative	1
clouded	negative	1
clouding	negative	1
clouds	negative	1
clout	positive	1
clouted	positive	1
clouting	positive	1
clouts	positive	1
clumsier	negative	1
clumsiest	negative	1
clumsy	negative	1
co-operation	positive	0.25
co-operations	positive	0.25
coarse	negative	0.25
coarser	negative	0.25
coarsest	negative	0.25
coax	positive	1
coaxed	positive	1
coaxes	positive	1
coaxing	positive	1
cockier	negative	1
cockiest	negative	1
cocky	negative	1
coddle	positive	0.25
coddled	positive	0.25
coddles	positive	0.25
coddling	positive	0.25
coerce	negative	1
coerced	negative	1
coerces	negative	1
coercing	negative	1
coercion	negative	1
coercions	negative	1
coercive	negative	1
cogent	positive	1
cohere	positive	0.25
cohered	positive	0.25
coherence	positive	1
coherences	positive	1
coherent	positive	0.25
coheres	positive	0.25
cohering	positive	0.25
cohesion	positive	0.25
cohesions	positive	0.25
cohesive	positive	0.25
cold	negative	0.25
colder	negative	0.25
coldest	negative	0.25
coldly	negative	1
collapse	negative	0.25
collapsed	negative	0.25
collapses	negative	0.25
collapsing	negative	0.25
collide	negative	0.25
collided	negative	0.25
collides	negative	0.25
colliding	negative	0.25
collude	negative	1
colluded	negative	1
colludes	negative	1
colluding	negative	1
collusion	negative	1
collusions	negative	1
colorful	positive	0.25
colossal	positive	0.25
combative	negative	0.25
comeback	positive	0.25
comebacks	positive	0.25
comedies	negative	0.25
comedy	negative	0.25
comelier	positive	1
comeliest	positive	1
comely	positive	1
comfort	positive	1
comfortable	positive	0.25
comfortably	positive	0.25
comforted	positive	1
comforting	positive	1
comforts	positive	1
comical	negative	0.25
commend	positive	1
commendable	positive	1
commendably	positive	1
commended	positive	1
commending	positive	1
commends	positive	1
commensurate	positive	0.25
commiserate	negative	1
commiserated	negative	1
commiserates	negative	1
commiserating	negative	1
commitment	positive	0.25
commitments	positive	0.25
commodious	positive	0.25
commonplace	negative	0.25
commonsense	positive	0.25
commonsensible	positive	0.25
commonsensibly	positive	0.25
commonsensical	positive	0.25
commotion	negative	1
commotions	negative	1
compact	positive	0.25
compassion	positive	1
compassionate	positive	1
compassions	positive	1
compatible	positive	0.25
compel	negative	1
compelled	negative	1
compelling	positive	1
compels	negative	1
compensate	positive	1
compensated	positive	1
compensates	positive	1
compensating	positive	1
competence	positive	0.25
competences	positive	0.25
competencies	positive	0.25
competency	positive	0.25
competent	positive	0.25
competitive	positive	0.25
competitiveness	positive	0.25
complacent	negative	1
complain	negative	1
complained	negative	1
complaining	negative	1
complains	negative	1
complaint	negative	1
complaints	negative	1
complement	positive	1
complemented	positive	0.25
complementing	positive	0.25
complements	positive	1
complex	negative	0.25
compliant	positive	1
complicate	negative	0.25
complicated	negative	0.25
complicates	negative	0.25
complicating	negative	0.25
complication	negative	0.25
complications	negative	0.25
complicit	negative	1
compliment	positive	1
complimentary	positive	1
complimented	positive	1
complimenting	positive	1
compliments	positive	1
comprehensive	positive	0.25
compromise	positive	0.25
compromised	positive	0.25
compromises	positive	0.25
compromising	positive	0.25
compulsion	negative	1
compulsions	negative	1
compulsive	negative	1
compulsory	negative	0.25
comrade	positive	1
comrades	positive	1
concede	negative	1
conceded	negative	1
concedes	negative	1
conceding	negative	1
conceit	negative	1
conceited	negative	1
conceits	negative	1
conceivable	positive	1
concern	negative	1
concerned	negative	1
concerning	negative	1
concerns	negative	1
concession	negative	0.25
concessions	negative	0.25
conciliate	positive	1
conciliated	positive	1
conciliates	positive	1
conciliating	positive	1
conciliatory	positive	1
conclusive	positive	0.25
concrete	positive	0.25
concur	positive	1
concurred	positive	1
concurring	positive	1
concurs	positive	1
condemn	negative	1
condemnable	negative	1
condemnation	negative	1
condemnations	negative	1
condemned	negative	1
condemning	negative	1
condemns	negative	1
condescend	negative	1
condescended	negative	1
condescending	negative	1
condescendingly	negative	1
condescends	negative	1
condescension	negative	1
condescensions	negative	1
condolence	negative	1
condolences	negative	1
condone	positive	1
condoned	positive	1
condones	positive	1
condoning	positive	1
conducive	positive	0.25
confer	positive	0.25
conferred	positive	0.25
conferring	positive	0.25
confers	positive	0.25
confess	negative	1
confessed	negative	1
confesses	negative	1
confessing	negative	1
confession	negative	1
confessions	negative	1
confidence	positive	1
confidences	positive	1
confident	positive	1
conflict	negative	0.25
conflicting	negative	0.25
conflicts	negative	0.25
confound	negative	0.25
confounded	negative	0.25
confounding	negative	0.25
confounds	negative	0.25
confront	negative	0.25
confrontation	negative	1
confrontational	negative	0.25
confrontations	negative	1
confronted	negative	0.25
confronting	negative	0.25
confronts	negative	0.25
confuse	negative	1
confused	negative	1
confuses	negative	1
confusing	negative	1
confusion	negative	1
confusions	negative	1
confute	positive	1
confuted	positive	1
confutes	positive	1
confuting	positive	1
congenial	positive	1
congested	negative	0.25
congestion	negative	0.25
congestions	negative	0.25
congratulate	positive	1
congratulated	positive	1
congratulates	positive	1
congratulating	positive	1
congratulation	positive	1
congratulations	positive	1
congratulatory	positive	1
conquer	positive	0.25
conquered	positive	0.25
conquering	positive	0.25
conquers	positive	0.25
conscience	positive	0.25
consciences	positive	0.25
conscientious	positive	1
consensus	positive	1
consensuses	positive	1
consent	positive	1
consented	positive	1
consenting	positive	1
consents	positive	1
considerate	positive	1
consistent	positive	0.25
console	positive	0.25
consoled	positive	0.25
consoles	positive	0.25
consoling	positive	0.25
conspicuous	negative	1
conspicuously	negative	1
conspiracies	negative	0.25
conspiracy	negative	0.25
conspirator	negative	1
conspiratorial	negative	1
conspirators	negative	1
conspire	negative	1
conspired	negative	1
conspires	negative	1
conspiring	negative	1
constancies	positive	1
constancy	positive	1
consternation	negative	1
consternations	negative	1
constrain	negative	0.25
constrained	negative	0.25
constraining	negative	0.25
constrains	negative	0.25
constraint	negative	0.25
constraints	negative	0.25
constructive	positive	0.25
consume	negative	0.25
consumed	negative	0.25
consumes	negative	0.25
consuming	negative	0.25
consummate	positive	1
contagious	negative	0.25
contaminate	negative	0.25
contaminated	negative	0.25
